"x2","x3","x4","x5","x6","x7","x10","x11","x12","x13","x14","x1.1","x1.2","x1.3","x8.1","x8.2","x8.3","x8.4","x8.5","x8.6","x9.1","x9.2","x9.3","x9.4","x9.5","y"
0,0,1,0,248,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8743
1,0,0,0,166,1,120,45,539.6,882,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3356
0,1,0,0,64,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3010
0,0,1,0,113,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2578
0,0,1,0,114,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7516
0,0,1,0,113,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7752
0,0,1,0,280,1,130,80.3,1513,2207,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,0,177,1,120,43,358.1,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3269
0,0,1,0,144,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9745
1,0,0,0,80,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3291
0,0,1,0,189,1,130,80.3,1598,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,8000
1,0,0,0,165,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2571
0,1,0,0,233,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10100
1,0,0,0,288,1,138,38.8,310.3,882,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1850
0,0,1,0,172,2,120,46,666.5,1139,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
1,0,0,0,60,1,125,63.5,1075,1189,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,16200
0,1,0,0,166,2,120,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11800
0,0,1,0,75,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5715
0,0,1,0,287,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4504
1,0,0,0,77,1,120,29,264.4,698,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2520
1,0,0,0,309,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4084
0,0,1,0,274,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5088
0,0,1,0,212,1,120,39.1,320.4,771,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,0,66,1,130,38.8,310.3,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4760
0,0,0,1,100,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5442
1,0,0,0,158,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7799
1,0,0,0,122,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1435
0,1,0,0,114,2,120,45,742.6,1176,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3376
0,0,1,0,181,1,125,56.6,705.6,1300,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6992
1,0,0,0,235,1,140,37.7,415.7,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5569
0,0,0,1,73,1,120,42.7,338.9,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3348
0,1,0,0,16,1,130,42,376.9,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6350
0,0,1,0,185,1,120,42,376.9,588,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4280
0,0,0,1,116,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3800
0,1,0,0,88,1,130,53.6,924.3,919,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8800
1,0,0,0,79,1,125,63.5,1075,1189,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7200
0,0,0,1,154,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10200
1,0,0,0,72,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3674
0,1,0,0,91,1,130,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1140
0,1,0,0,358,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3050
0,1,0,0,38,1,120,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5624
0,1,0,0,106,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4354
0,0,1,0,198,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2011
0,0,1,0,95,1,135,80.3,1598,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1750
0,0,1,0,285,1,134,29,264.4,698,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4040
1,0,0,0,125,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8239
0,0,1,0,84,1,140,52.8,491.4,1212,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14666
1,0,0,0,130,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4700
0,1,0,0,116,2,120,45,742.6,1176,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2315
1,0,0,0,137,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1368
1,0,0,0,141,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5250
1,0,0,0,41,1,130,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,15200
1,0,0,0,96,1,120,47.1,538.7,1300,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7890
0,1,0,0,95,1,130,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2740
1,0,0,0,313,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2777
0,0,1,0,177,2,120,46,666.5,1139,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1000
0,0,1,0,309,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4730
0,0,1,0,161,2,120,46,614,918,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,240,1,130,80.3,1598,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7950
0,1,0,0,150,2,125,43.1,494.5,845,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8000
1,0,0,0,132,1,130,38.8,310.3,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4513
0,0,1,0,112,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3629
0,1,0,0,36,1,120,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8865
0,0,1,0,119,1,130,38.8,310.3,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8542
0,1,0,0,341,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9300
1,0,1,0,222,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2496
0,0,1,0,306,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3130
0,1,0,0,86,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4700
0,1,0,0,28,2,125,46,664.9,1877,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,229,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8700
0,0,1,0,196,1,130,65,1162,1433,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,164
1,0,0,0,51,1,130,64.8,1106,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18241
0,0,1,0,30,1,120,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10911
0,0,1,0,174,1,120,43,358.1,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4338
0,0,1,0,260,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2348
1,0,0,0,130,2,130,46,664.9,1877,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3249
1,0,0,0,72,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,994
0,1,0,0,25,1,120,42.7,338.9,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3598
0,0,0,1,154,2,120,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,717
0,0,1,0,206,1,125,56.6,705.6,1300,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6105
0,0,0,1,101,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12500
1,0,0,0,91,1,130,38.8,310.3,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4386
0,1,0,0,241,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,15400
0,1,1,0,62,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6480
0,1,0,0,301,2,130,42,434.5,882,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3000
0,0,0,1,176,1,120,45,539.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3523
0,0,1,0,188,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2266
0,0,1,0,268,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1390
1,0,0,0,196,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4966
0,1,0,0,60,2,120,46,664.7,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
1,0,0,0,163,1,125,56.6,705.6,1300,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5096
0,0,1,0,46,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9210
1,0,0,0,190,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2896
0,0,1,0,165,2,120,46,666.5,1139,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,200
0,0,1,0,174,1,120,33,299.1,1037,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2440
0,1,0,0,209,1,130,80.3,1513,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,16500
0,0,1,0,102,1,140,52.8,491.4,1212,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6759
0,0,1,0,116,1,120,29,264.4,698,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4690
1,0,0,0,125,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2386
0,0,0,1,109,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12370
1,0,0,0,102,1,130,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2210
0,0,1,0,105,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5058
1,0,0,0,57,1,120,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3024
0,0,1,0,290,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1440
1,0,0,0,38,1,130,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12220
0,1,0,0,90,2,120,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2130
1,0,0,0,24,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4897
0,0,1,0,191,1,120,43,358.1,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5612
0,1,0,0,296,1,135,60,993.4,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4028
0,1,0,0,51,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4825
1,0,0,0,123,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3164
1,0,0,0,246,1,138,38.8,310.3,882,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2550
0,1,0,0,76,2,129,53,929.4,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5490
1,0,0,0,81,1,130,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3822
0,0,1,0,281,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6286
0,1,0,0,75,2,132,53,669.3,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4520
0,0,1,0,298,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3852
0,0,1,0,59,1,130,84.9,2382,2648,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20700
1,0,0,0,134,1,125,56.6,705.6,1300,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3675
0,0,1,0,146,1,120,29,264.4,698,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3695
0,1,0,0,182,1,120,29,252.3,588,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,255,1,130,64.6,811.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,11550
0,0,1,0,180,2,120,46,664.9,1877,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11400
1,0,0,0,20,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6034
0,0,1,0,227,1,130,64.8,970.2,1341,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9590
0,1,0,0,60,1,140,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3225
1,0,0,0,125,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2500
0,0,1,0,120,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3319
1,0,0,0,76,1,140,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2963
0,0,1,0,91,1,120,42.7,338.9,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3618
0,1,0,0,215,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13100
0,1,0,0,64,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3611
0,1,0,0,61,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3200
0,0,1,0,202,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5430
0,1,0,0,54,2,120,46,664.9,1877,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2330
0,0,1,0,290,1,130,80.3,1598,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4100
1,0,0,0,57,1,130,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2330
1,0,0,0,64,1,130,67,1493,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,16822
0,0,1,0,269,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2844
1,0,0,0,13,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8217
0,0,1,0,239,1,120,84.9,2382,2648,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4000
0,0,0,1,287,1,120,84.9,2382,2648,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,18200
0,0,1,0,251,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4812
0,0,1,0,152,2,120,42,471,808,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4615
1,0,0,0,200,1,120,45,539.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1940
0,0,1,0,99,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7900
0,1,1,0,281,1,130,80.3,1513,2207,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,11215
0,0,1,0,245,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2412
1,0,0,0,45,1,130,60,993.4,1433,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12440
0,1,0,0,65,2,120,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1750
0,1,0,0,258,1,140,61.2,916.3,478,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,820
1,0,0,0,153,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2137
0,1,0,0,84,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3543
1,0,0,0,97,1,130,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,8900
1,0,0,0,136,1,130,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2040
0,0,1,0,261,1,132,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6180
1,0,0,0,108,1,130,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4600
1,0,0,0,129,2,130,46,664.9,1877,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2736
0,1,0,0,232,2,130,42,434.5,882,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,500
0,1,0,0,278,1,130,64.6,811.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4130
0,0,1,0,122,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1570
0,0,0,1,139,1,130,71.1,1256,699,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,570
1,0,0,0,50,1,130,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4860
0,1,0,0,179,1,142,44.8,756,1103,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3108
0,0,1,0,145,2,120,46,664.9,1877,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8005
0,0,1,0,152,2,120,46,666.5,1139,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3000
0,0,0,1,174,1,120,45,539.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5057
0,0,1,0,200,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4950
0,1,0,0,29,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2850
1,0,0,0,347,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3610
0,0,1,0,93,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6260
0,1,0,0,76,1,130,45,742.6,1176,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,297,1,140,60.3,896.7,883,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5573
0,0,1,0,91,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10980
1,0,0,0,20,1,130,60,993.4,1433,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5292
0,1,0,0,84,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4900
1,0,0,0,49,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,16700
0,0,1,0,240,1,132,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,8290
1,0,0,0,129,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7532
0,0,1,0,122,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1050
0,1,0,0,170,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5200
1,0,0,0,70,1,130,67,1493,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3040
1,0,0,0,132,1,120,47.1,538.7,1300,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7725
0,0,1,0,220,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4684
0,0,1,0,137,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14263
0,0,1,0,152,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6050
1,0,0,0,136,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9925
0,0,0,1,163,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10390
0,1,0,0,189,1,120,45,539.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7034
0,0,1,0,302,1,134,29,264.4,698,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3470
1,0,0,0,295,1,134,29,264.4,698,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1520
0,1,0,0,88,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4850
0,0,1,0,240,1,120,58.2,813.6,1043,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8080
0,0,1,0,91,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,760
0,0,1,0,247,1,132,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2830
0,0,1,0,184,1,120,33,299.1,1037,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3462
0,0,1,0,258,1,120,58.2,813.6,1043,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,17040
0,1,0,0,242,2,130,42,434.5,882,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,700
0,0,1,0,296,1,138,38.8,310.3,882,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1775
0,1,0,0,76,1,130,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1980
0,0,1,0,298,1,140,52.8,491.4,1212,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4135
0,0,1,0,144,2,120,46,666.5,1139,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2000
0,0,1,0,223,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5994
0,0,0,1,63,1,136,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3640
0,1,0,0,303,1,135,60,993.4,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3401
0,0,0,1,291,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,54480
0,1,0,0,247,2,130,42,434.5,882,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1100
0,0,1,0,288,2,130,42,434.5,882,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,800
1,0,0,0,91,1,130,42,376.9,588,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3680
1,0,0,0,124,1,125,56.6,705.6,1300,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4347
0,0,1,0,232,1,120,84.9,2382,2648,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7700
0,0,1,0,126,1,135,80.3,1598,2207,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,165,2,120,46,664.9,1877,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,83,1,120,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3271
1,0,0,0,101,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7821
0,0,1,0,148,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7998
1,0,0,0,148,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3540
0,1,0,0,260,1,130,80.3,1513,2207,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,55,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5970
0,0,1,0,224,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3928
1,0,0,0,136,1,120,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5925
0,1,0,0,71,2,132,53,669.3,1470,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,0,1,1,130,60,993.4,1433,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9994
0,0,1,0,237,1,120,42.7,338.9,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3955
0,0,1,0,84,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4210
0,0,1,0,297,1,134,38.3,360,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2817
0,0,1,0,178,2,120,46,664.9,1877,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,105,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3781
1,0,0,0,99,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3942
0,0,1,0,115,1,130,53.6,924.3,919,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2630
0,0,0,1,118,1,135,80.3,1598,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6050
0,1,0,0,176,2,120,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5300
0,1,0,0,144,1,135,42,471,808,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2392
0,0,1,0,192,1,125,56.6,705.6,1300,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5435
1,0,0,0,203,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2669
0,0,1,0,321,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,960
0,0,1,0,284,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2925
0,0,1,0,89,1,130,84.9,2382,2648,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8200
0,1,0,0,249,2,130,42,434.5,882,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,400
0,1,0,0,237,1,130,64.6,811.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,15360
0,0,1,0,145,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6349
0,0,1,0,214,1,120,39.1,320.4,771,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4068
0,0,1,0,193,1,130,80.3,1598,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6100
0,1,0,0,104,1,130,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2960
0,0,1,0,96,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2037
1,0,0,0,48,1,130,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19120
